contributionYear,donorId,fundId,paidAmount,pledgedAmount
2018,52,105,9663250,0
2018,52,108,4040857,0
2018,64,55,364050,0
2018,64,105,455062,0
2018,64,108,5867261,0
2018,67,1,568106,0
2018,67,18,6223800,0
2018,67,27,19536077,0
2018,67,36,14883566,0
2018,67,49,9318181,0
2018,67,51,2844141,0
2018,67,55,2844141,0
2018,67,67,1136363,0
2018,67,72,6590909,0
2018,67,73,5925094,0
2018,67,80,4557200,0
2018,67,87,13635600,0
2018,67,88,21095700,0
2018,67,105,43846578,0
2018,67,108,22574635,0
2018,80,55,251990,0
2018,80,72,239165,0
2018,80,73,239165,0
2018,80,91,251990,0
2018,86,18,3580776,0
2018,86,27,3675576,0
2018,86,36,8970117,0
2018,86,49,2469135,0
2018,86,51,1851851,0
2018,86,55,2415458,0
2018,86,72,2285714,0
2018,86,73,341296,0
2018,86,80,3635376,0
2018,86,87,3635376,0
2018,86,88,4802852,0
2018,86,105,6075927,0
2018,86,108,3086419,0
2018,88,51,585480,0
2018,88,73,568181,0
2018,88,108,1706484,0
2018,93,91,705218,0
2018,98,1,1000000,0
2018,98,18,200000,0
2018,98,27,500000,0
2018,98,36,300000,0
2018,98,72,1000000,0
2018,98,87,500000,0
2018,98,88,800000,0
2018,98,105,1000000,0
2018,100,91,100000,0
2018,100,105,5000000,0
2018,108,105,24691,0
2018,109,18,370535,0
2018,109,27,370535,0
2018,109,49,370370,0
2018,109,67,370370,0
2018,109,72,370370,0
2018,109,88,370535,0
2018,109,91,370370,0
2018,109,105,370370,0
2018,111,49,100000,0
2018,114,67,31055,0
2018,114,105,34722,0
2018,119,105,12345,0
2018,124,27,8250200,0
2018,124,49,8254716,0
2018,124,72,8254716,0
2018,124,87,4697600,0
2018,124,88,12472100,0
2018,124,91,6038647,0
2018,124,105,18966842,0
2018,124,108,14302059,0
2018,125,67,686598,0
2018,129,1,2163811,0
2018,129,27,2088084,0
2018,129,72,2790962,0
2018,129,73,7174971,0
2018,129,80,1234680,0
2018,129,87,5230807,0
2018,129,88,9918121,0
2018,129,91,5173465,0
2018,129,105,4320200,0
2018,129,108,5876508,0
2018,134,105,10000,0
2018,136,105,165136,0
2018,141,1,999960,0
2018,141,49,999991,0
2018,141,55,499995,0
2018,141,91,499995,0
2018,141,105,472899,0
2018,148,105,25000000,0
2018,158,73,707547,0
2018,158,91,1179245,0
2018,158,105,589622,0
2018,162,1,12196079,0
2018,162,18,1482102,0
2018,162,27,12160620,0
2018,162,36,6674818,0
2018,162,49,1893890,0
2018,162,51,3314696,0
2018,162,55,1893890,0
2018,162,67,1262593,0
2018,162,72,2525187,0
2018,162,73,3576132,0
2018,162,74,2903966,0
2018,162,80,7039986,0
2018,162,87,9782770,0
2018,162,88,9487463,0
2018,162,91,3201909,0
2018,162,105,10118651,0
2018,162,108,3945993,0
2018,163,1,1119930,0
2018,163,18,1511182,0
2018,163,36,1511597,0
2018,163,55,501504,0
2018,163,67,202020,0
2018,163,72,1518218,0
2018,163,73,3014111,0
2018,163,80,994332,0
2018,163,87,1529472,0
2018,163,88,1810735,0
2018,163,91,1015228,0
2018,163,105,3544189,0
2018,163,108,2526858,0
2018,181,105,25000000,0
2018,183,1,24011950,0
2018,183,18,8354890,0
2018,183,27,36518818,0
2018,183,36,25512638,0
2018,183,49,17170378,0
2018,183,67,3342245,0
2018,183,74,4078167,0
2018,183,80,23319400,0
2018,183,87,6441980,0
2018,183,88,16846050,0
2018,183,91,1278772,0
2018,183,105,39186128,0
2018,183,108,44771663,0
2018,184,36,14750000,0
2018,184,49,10000000,0
2018,184,67,4250000,0
2018,184,105,5000000,0
2018,200,1,2339,0
2018,200,18,10823,0
2018,200,27,887,0
2018,200,80,3491,0
2018,200,87,100158,0
2018,200,88,142709,0
2019,13,1,3593985,0
2019,13,67,3538018,0
2019,13,87,5289228,0
2019,13,88,2839592,0
2019,15,105,20000,0
2019,22,18,2251000,0
2019,22,27,6168071,0
2019,22,49,4545454,0
2019,22,51,1136363,0
2019,22,55,1704545,0
2019,22,72,3409090,0
2019,22,73,3977272,0
2019,22,88,3376500,0
2019,22,91,7954545,0
2019,22,105,5681818,0
2019,22,108,7954545,0
2019,35,1,381133,0
2019,35,18,762266,0
2019,35,27,2850712,0
2019,35,36,745291,0
2019,35,49,377210,0
2019,35,67,743658,0
2019,35,74,453733,0
2019,35,87,1442460,0
2019,35,88,764906,0
2019,35,91,3752924,0
2019,35,105,5250119,0
2019,35,108,1879910,0
2019,49,105,56818,0
2019,50,36,430607,0
2019,52,1,5224094,0
2019,52,18,3043167,0
2019,52,36,4143635,0
2019,52,55,1517344,0
2019,52,73,2204320,0
2019,52,87,7191743,0
2019,52,88,3815570,0
2019,52,91,5310669,0
2019,52,105,9746209,0
2019,52,108,3744245,0
2019,61,98,56882,0
2019,64,108,11479397,0
2019,67,1,3222746,0
2019,67,18,5599500,0
2019,67,27,11217000,0
2019,67,36,11273957,0
2019,67,49,1137656,0
2019,67,51,2200220,0
2019,67,55,2750275,0
2019,67,67,1668524,0
2019,67,72,6825938,0
2019,67,73,12471409,0
2019,67,80,3337905,0
2019,67,87,13460552,0
2019,67,88,14618350,0
2019,67,91,2229654,0
2019,67,98,2779709,0
2019,67,105,42142874,0
2019,67,108,29754607,0
2019,80,55,198838,0
2019,80,91,198838,0
2019,86,18,3366576,0
2019,86,27,3381876,0
2019,86,36,3373511,0
2019,86,49,1137656,0
2019,86,51,561167,0
2019,86,55,2244668,0
2019,86,72,1136363,0
2019,86,73,330033,0
2019,86,80,3439221,0
2019,86,87,3378576,0
2019,86,88,4504776,0
2019,86,105,5688282,0
2019,86,108,2805836,0
2019,88,36,551267,0
2019,88,49,550055,0
2019,88,51,550055,0
2019,88,55,1100110,0
2019,88,73,550055,0
2019,88,91,2197802,0
2019,91,91,400000,0
2019,93,18,578005,0
2019,93,91,451280,0
2019,93,105,515630,0
2019,98,1,1000000,0
2019,98,18,200000,0
2019,98,36,200000,0
2019,98,72,500000,0
2019,98,80,800000,0
2019,98,87,200000,0
2019,98,88,500000,0
2019,98,91,1000000,0
2019,98,98,400000,0
2019,98,105,2000000,0
2019,98,108,1000000,0
2019,100,105,2000000,0
2019,108,98,109409,0
2019,108,105,22753,0
2019,109,18,397727,0
2019,109,27,397727,0
2019,109,49,397727,0
2019,109,67,397727,0
2019,109,72,397727,0
2019,109,88,397727,0
2019,109,91,397727,0
2019,109,98,388888,0
2019,109,105,397727,0
2019,111,36,10000,0
2019,111,49,100000,0
2019,111,72,10000,0
2019,111,105,100000,0
2019,114,105,54945,0
2019,117,105,113765,0
2019,124,27,7793443,0
2019,124,49,5574136,0
2019,124,72,5574136,0
2019,124,80,2226698,0
2019,124,87,6786000,0
2019,124,88,7793443,0
2019,124,91,5406911,0
2019,124,105,12922332,0
2019,124,108,8593036,0
2019,125,36,1283250,0
2019,125,67,962438,0
2019,129,1,1539569,0
2019,129,27,1009709,0
2019,129,72,3917101,0
2019,129,73,1086524,0
2019,129,80,575996,0
2019,129,87,5569082,0
2019,129,88,7939618,0
2019,129,91,9796758,0
2019,129,98,722156,0
2019,129,105,3685037,0
2019,129,108,8652901,0
2019,134,105,10000,0
2019,135,98,516184,0
2019,141,1,999960,0
2019,141,49,999994,0
2019,141,55,499997,0
2019,141,91,999994,0
2019,158,72,287026,0
2019,158,73,663716,0
2019,158,91,1659292,0
2019,158,105,553097,0
2019,162,1,9345092,0
2019,162,18,1631568,0
2019,162,27,10811473,0
2019,162,36,7725706,0
2019,162,49,1514069,0
2019,162,51,1081478,0
2019,162,55,2664373,0
2019,162,67,865182,0
2019,162,72,3802685,0
2019,162,73,2162956,0
2019,162,74,2487399,0
2019,162,80,7555437,0
2019,162,87,8618020,0
2019,162,88,6481528,0
2019,162,91,6891650,0
2019,162,98,1077483,0
2019,162,105,8111086,0
2019,162,108,6363098,0
2019,163,1,599965,0
2019,163,18,653225,0
2019,163,36,1028806,0
2019,163,55,495540,0
2019,163,67,813008,0
2019,163,72,792864,0
2019,163,73,2981433,0
2019,163,80,3037795,0
2019,163,87,2084285,0
2019,163,88,1997203,0
2019,163,91,3290194,0
2019,163,105,4335376,0
2019,163,108,1510068,0
2019,176,105,381463,0
2019,183,1,67140220,0
2019,183,18,7263060,0
2019,183,27,30133044,0
2019,183,36,22928289,0
2019,183,49,7907542,0
2019,183,67,3152585,0
2019,183,74,2617801,0
2019,183,80,29021440,0
2019,183,87,4910080,0
2019,183,88,13849160,0
2019,183,91,19937525,0
2019,183,105,59831416,0
2019,183,108,51001902,0
2019,184,18,3000000,0
2019,184,36,9750000,0
2019,184,67,4500000,0
2019,184,80,8000000,0
2019,184,98,1000000,0
2019,184,105,5000000,0
2020,13,1,5864836,0
2020,13,67,4234529,0
2020,13,87,1306308,0
2020,13,88,2522590,0
2020,15,105,25000,0
2020,22,27,10031470,0
2020,22,49,4343105,0
2020,22,55,5109272,0
2020,22,72,5428881,0
2020,22,73,4343105,0
2020,22,88,2360346,0
2020,22,91,7600434,0
2020,22,105,5428881,0
2020,22,108,7600434,0
2020,31,98,54288,0
2020,31,105,54288,0
2020,35,1,2743088,0
2020,35,18,1445082,0
2020,35,27,4575743,0
2020,35,36,2891478,0
2020,35,49,746580,0
2020,35,51,734873,0
2020,35,67,1503930,0
2020,35,72,644281,0
2020,35,74,712877,0
2020,35,80,1731530,0
2020,35,87,2507031,0
2020,35,88,1444226,0
2020,35,91,5181458,0
2020,35,98,996524,0
2020,35,102,1092663,0
2020,35,105,4979937,0
2020,35,108,2612313,0
2020,49,51,12500,0
2020,49,55,12500,0
2020,49,73,24400,0
2020,49,91,12500,0
2020,49,105,28441,0
2020,52,36,3282575,0
2020,52,55,2280211,0
2020,52,80,2172063,0
2020,52,87,2979554,0
2020,52,88,4462703,0
2020,52,91,4560302,0
2020,52,105,5699282,0
2020,52,108,9085480,0
2020,61,80,181390,0
2020,61,98,54585,0
2020,62,88,3301500,0
2020,62,98,1118900,0
2020,63,73,1194743,0
2020,64,108,12937553,0
2020,67,1,5038556,0
2020,67,18,11340948,0
2020,67,27,13067141,0
2020,67,36,19506865,0
2020,67,49,9563067,0
2020,67,51,3377095,0
2020,67,55,6903252,0
2020,67,67,1671933,0
2020,67,72,12327465,0
2020,67,73,13822509,0
2020,67,74,3459464,0
2020,67,80,12619019,0
2020,67,87,16149151,0
2020,67,88,16442217,0
2020,67,91,2825219,0
2020,67,98,4499200,0
2020,67,105,26658767,0
2020,67,108,45053928,0
2020,70,105,35049,0
2020,80,1,235183,0
2020,80,55,349360,0
2020,80,73,169998,0
2020,80,91,202183,0
2020,86,1,531776,0
2020,86,18,3230376,0
2020,86,27,3190776,0
2020,86,36,4305841,0
2020,86,49,1102535,0
2020,86,55,2533611,0
2020,86,72,1091703,0
2020,86,73,444469,0
2020,86,80,3190776,0
2020,86,87,3204276,0
2020,86,88,2136176,0
2020,86,102,597371,0
2020,86,105,6689248,0
2020,86,108,2729257,0
2020,88,18,579344,0
2020,88,36,611995,0
2020,88,49,597371,0
2020,88,51,896057,0
2020,88,55,1173708,0
2020,88,73,597371,0
2020,88,80,579344,0
2020,88,91,1173708,0
2020,88,98,597371,0
2020,88,108,2239641,0
2020,93,18,373013,0
2020,93,91,258732,0
2020,93,105,323415,0
2020,94,1,50000,0
2020,98,1,2500000,0
2020,98,18,200000,0
2020,98,27,500000,0
2020,98,36,200000,0
2020,98,67,300000,0
2020,98,72,500000,0
2020,98,73,300000,0
2020,98,80,550000,0
2020,98,87,300000,0
2020,98,88,500000,0
2020,98,91,1000000,0
2020,98,98,400000,0
2020,98,102,800000,0
2020,98,105,2000000,0
2020,98,108,1000000,0
2020,108,105,115710,0
2020,109,1,414332,0
2020,109,18,414332,0
2020,109,27,414332,0
2020,109,49,411764,0
2020,109,67,411764,0
2020,109,72,411764,0
2020,109,88,414332,0
2020,109,91,411764,0
2020,109,98,411764,0
2020,109,105,411764,0
2020,111,105,100000,0
2020,114,105,33594,0
2020,124,1,4311804,0
2020,124,18,1847735,0
2020,124,27,10256650,0
2020,124,72,4912663,0
2020,124,80,4311804,0
2020,124,87,6050848,0
2020,124,88,11210195,0
2020,124,91,3711790,0
2020,124,105,15340581,0
2020,124,108,13138562,0
2020,125,36,1129100,0
2020,125,67,1120350,0
2020,125,108,1213200,0
2020,129,1,1613061,0
2020,129,27,1076724,0
2020,129,36,1046423,0
2020,129,72,2905134,0
2020,129,73,955257,0
2020,129,80,2105047,0
2020,129,87,4718936,0
2020,129,88,6438316,0
2020,129,91,7499230,0
2020,129,98,791345,0
2020,129,105,5221236,0
2020,129,108,7990917,0
2020,134,105,10000,0
2020,141,51,1000000,0
2020,141,55,1000000,0
2020,141,72,200000,0
2020,141,108,2999985,0
2020,154,55,117647,0
2020,158,72,358422,0
2020,158,73,716845,0
2020,158,91,1792114,0
2020,158,102,59737,0
2020,162,1,5905469,0
2020,162,18,1527276,0
2020,162,27,9942375,0
2020,162,36,5010845,0
2020,162,49,1066137,0
2020,162,51,1599206,0
2020,162,55,1599206,0
2020,162,67,852909,0
2020,162,72,1992469,0
2020,162,73,3271599,0
2020,162,80,5600014,0
2020,162,87,3563645,0
2020,162,88,5040013,0
2020,162,91,4264549,0
2020,162,98,533068,0
2020,162,105,9001198,0
2020,162,108,9665770,0
2020,163,1,2099900,0
2020,163,18,1911853,0
2020,163,36,1631882,0
2020,163,49,1062699,0
2020,163,55,1091115,0
2020,163,67,1635101,0
2020,163,72,2129685,0
2020,163,73,3155208,0
2020,163,80,2157063,0
2020,163,87,2052510,0
2020,163,88,1049315,0
2020,163,91,2125398,0
2020,163,102,489130,0
2020,163,105,2585315,0
2020,163,108,3152122,0
2020,177,67,1000000,0
2020,183,1,29010900,0
2020,183,18,7426800,0
2020,183,27,4025700,0
2020,183,36,14128983,0
2020,183,49,4675901,0
2020,183,51,2472187,0
2020,183,67,1930501,0
2020,183,74,5703178,0
2020,183,80,37386680,0
2020,183,87,4644600,0
2020,183,88,8962450,0
2020,183,91,12670226,0
2020,183,102,2403204,0
2020,183,105,13037809,0
2020,183,108,33638847,0
2020,184,36,8000000,0
2020,184,67,2000000,0
2020,200,1,3090,0
2020,200,18,3332,0
2020,200,27,20813,0
2020,200,36,9156,0
2020,200,49,9647,0
2020,200,51,97,0
2020,200,55,312,0
2020,200,67,39452,0
2020,200,72,6898,0
2020,200,73,3460,0
2020,200,80,2913,0
2020,200,87,23134,0
2020,200,88,17899,0
2020,200,91,23973,0
2020,200,98,253,0
2020,200,105,212387,0
2020,200,108,180,0
2020,208,105,500,0
2021,13,1,1572815,0
2021,13,67,3859750,0
2021,15,36,16666,0
2021,15,72,16666,0
2021,15,88,16666,0
2021,15,105,46666,0
2021,15,248,16666,0
2021,22,1,2262048,0
2021,22,27,10348724,0
2021,22,55,8374551,0
2021,22,72,6097560,0
2021,22,73,7209050,0
2021,22,91,8536585,0
2021,22,105,6097560,0
2021,22,108,4878048,0
2021,22,248,3537735,0
2021,30,105,50000,0
2021,35,1,6488047,0
2021,35,18,2500031,0
2021,35,27,6434478,0
2021,35,36,7133800,0
2021,35,49,1195081,0
2021,35,55,796720,0
2021,35,67,806727,0
2021,35,72,3118137,0
2021,35,74,1195081,0
2021,35,80,5044012,0
2021,35,87,4059439,0
2021,35,88,3556244,0
2021,35,91,3186882,0
2021,35,98,1991801,0
2021,35,102,2876529,0
2021,35,105,8647444,0
2021,35,108,3186882,0
2021,35,248,120804,0
2021,35,249,597453,0
2021,48,1,136085,0
2021,49,1,57176,0
2021,49,105,24479,0
2021,52,1,16099276,0
2021,52,36,4606565,0
2021,52,55,2449623,0
2021,52,91,4082678,0
2021,52,105,5717182,0
2021,52,108,6389530,0
2021,52,248,5356371,0
2021,52,249,5592952,0
2021,61,80,58760,0
2021,61,98,60975,0
2021,62,88,3386766,0
2021,62,98,1162790,0
2021,64,1,13513513,0
2021,64,18,563063,0
2021,64,36,1219512,0
2021,64,55,609756,0
2021,64,73,304878,0
2021,64,105,1219512,0
2021,64,108,12566766,0
2021,64,248,1219512,0
2021,67,1,93458567,0
2021,67,18,15133916,0
2021,67,27,23347749,0
2021,67,36,24735113,0
2021,67,49,9917118,0
2021,67,51,2344665,0
2021,67,55,8067709,0
2021,67,67,4031380,0
2021,67,72,13878219,0
2021,67,73,12651831,0
2021,67,80,24286456,0
2021,67,87,27883840,0
2021,67,88,19818479,0
2021,67,91,3516998,0
2021,67,98,5897975,0
2021,67,102,4161712,0
2021,67,105,29006116,0
2021,67,108,64405095,0
2021,67,248,1126126,0
2021,67,249,5966587,0
2021,70,1,36844,0
2021,70,105,35799,0
2021,80,1,192604,0
2021,80,55,194295,0
2021,80,73,196263,0
2021,80,91,194295,0
2021,80,105,196263,0
2021,80,249,207314,0
2021,86,1,1738730,0
2021,86,18,3638390,0
2021,86,27,3003490,0
2021,86,36,11399880,0
2021,86,49,1193317,0
2021,86,55,1789976,0
2021,86,67,563063,0
2021,86,72,1210653,0
2021,86,73,475808,0
2021,86,80,3638390,0
2021,86,87,4164581,0
2021,86,88,3028740,0
2021,86,102,563063,0
2021,86,105,7223686,0
2021,86,108,4056958,0
2021,86,249,563063,0
2021,88,1,12055451,0
2021,88,18,1175209,0
2021,88,36,582750,0
2021,88,49,563063,0
2021,88,51,582750,0
2021,88,55,1407657,0
2021,88,91,2358490,0
2021,88,108,1789976,0
2021,91,49,400000,0
2021,91,91,400000,0
2021,93,18,347805,0
2021,93,36,132978,0
2021,93,91,349162,0
2021,93,105,488826,0
2021,98,67,300000,0
2021,98,73,500000,0
2021,98,91,1000000,0
2021,98,98,400000,0
2021,98,102,800000,0
2021,98,105,2500000,0
2021,98,108,1500000,0
2021,98,248,750000,0
2021,98,249,750000,0
2021,108,98,121951,0
2021,108,105,117233,0
2021,109,1,426038,0
2021,109,18,365175,0
2021,109,27,426038,0
2021,109,49,365853,0
2021,109,67,426829,0
2021,109,72,695345,0
2021,109,88,365175,0
2021,109,91,1000223,0
2021,109,98,426829,0
2021,109,105,426829,0
2021,109,248,426829,0
2021,111,105,100000,0
2021,114,105,59241,0
2021,115,105,50000,0
2021,119,1,100000,0
2021,120,27,25000,0
2021,124,1,23078900,0
2021,124,27,7247790,0
2021,124,80,7247790,0
2021,124,87,8455755,0
2021,124,88,9663720,0
2021,124,91,4689331,0
2021,124,105,14067995,0
2021,124,108,10550996,0
2021,124,248,5733944,0
2021,125,36,1217825,0
2021,125,67,1217825,0
2021,129,1,3512564,0
2021,129,27,1201821,0
2021,129,36,4015300,0
2021,129,72,1818792,0
2021,129,73,1212528,0
2021,129,80,1741437,0
2021,129,87,4002260,0
2021,129,88,5807320,0
2021,129,91,11256421,0
2021,129,98,727517,0
2021,129,102,400134,0
2021,129,105,4217950,0
2021,129,108,11794886,0
2021,129,248,1212528,0
2021,129,249,1212528,0
2021,134,105,10000,0
2021,141,51,499995,0
2021,141,55,499995,0
2021,141,108,999995,0
2021,143,98,28669,0
2021,158,73,1126126,0
2021,158,91,1689189,0
2021,158,102,563063,0
2021,162,1,8639846,0
2021,162,18,1379286,0
2021,162,27,5747025,0
2021,162,36,5402204,0
2021,162,49,804583,0
2021,162,55,1724107,0
2021,162,67,1609167,0
2021,162,72,2528691,0
2021,162,73,2298810,0
2021,162,80,2873512,0
2021,162,87,5652998,0
2021,162,88,3793036,0
2021,162,91,4597620,0
2021,162,98,344821,0
2021,162,105,6321728,0
2021,162,108,6892676,0
2021,163,1,4157795,0
2021,163,18,1411956,0
2021,163,36,2513186,0
2021,163,55,1102535,0
2021,163,67,1624618,0
2021,163,72,1088139,0
2021,163,73,3299622,0
2021,163,87,1052562,0
2021,163,88,2167738,0
2021,163,91,1079913,0
2021,163,102,548847,0
2021,163,105,3273440,0
2021,163,108,5668231,0
2021,163,248,648648,0
2021,163,249,994594,0
2021,177,67,2000000,0
2021,177,91,149975,0
2021,177,105,149975,0
2021,183,1,82416700,0
2021,183,18,4774960,0
2021,183,36,18268289,0
2021,183,49,10556578,0
2021,183,67,3424759,0
2021,183,80,13638000,0
2021,183,87,3436500,0
2021,183,88,3377640,0
2021,183,91,4797432,0
2021,183,102,329380,0
2021,183,108,19845129,0
2021,184,18,3000000,0
2021,184,36,12000000,0
2021,184,67,1000000,0
2021,184,80,7610000,0
2021,184,98,1000000,0
2021,184,105,5801104,0
2021,200,1,143760,0
2021,200,18,1431,0
2021,200,27,13991,0
2021,200,36,3775,0
2021,200,49,3188,0
2021,200,51,149,0
2021,200,55,32697,0
2021,200,67,6654,0
2021,200,72,4372,0
2021,200,73,9262,0
2021,200,74,24,0
2021,200,80,11340,0
2021,200,87,5222,0
2021,200,88,8882,0
2021,200,91,10885,0
2021,200,98,2080,0
2021,200,105,153652,0
2021,200,108,2593,0
2021,208,55,502,0
2022,13,1,13899486,0
2022,13,67,3865829,0
2022,13,98,11057065,0
2022,15,105,30000,0
2022,18,1,116009,0
2022,22,1,3147957,0
2022,22,27,9402598,0
2022,22,55,4494382,0
2022,22,72,5617977,0
2022,22,73,4494382,0
2022,22,91,7865168,0
2022,22,98,8763388,0
2022,22,105,5617977,0
2022,22,108,4494382,0
2022,22,248,3370786,0
2022,31,98,85197,0
2022,35,18,2232215,0
2022,35,27,4384816,0
2022,35,36,7971029,0
2022,35,49,997477,0
2022,35,55,1316670,0
2022,35,67,1994955,0
2022,35,72,2789639,0
2022,35,80,4898599,0
2022,35,87,4776944,0
2022,35,88,2868398,0
2022,35,91,3191928,0
2022,35,98,41972162,0
2022,35,102,1196973,0
2022,35,105,7497184,0
2022,35,108,3191928,0
2022,35,248,796332,0
2022,35,249,797982,0
2022,48,1,100000,0
2022,49,1,30762,0
2022,49,98,110515,0
2022,49,105,27901,0
2022,52,1,2482830,0
2022,52,36,6992086,0
2022,52,55,4213310,0
2022,52,87,8570997,0
2022,52,91,4915425,0
2022,52,98,9551080,0
2022,52,105,5336695,0
2022,52,108,5476911,0
2022,61,98,194506,0
2022,62,88,2983374,0
2022,62,102,2008864,0
2022,63,98,8024072,0
2022,64,36,1050420,0
2022,64,55,1050420,0
2022,64,98,18103403,0
2022,64,105,1050420,0
2022,64,108,11312601,0
2022,64,248,525210,0
2022,64,249,525210,0
2022,67,1,113526680,0
2022,67,18,11325652,0
2022,67,27,17426721,0
2022,67,36,20701278,0
2022,67,55,4844961,0
2022,67,67,12327707,0
2022,67,72,12420453,0
2022,67,73,16760347,0
