contributionYear,donorId,fundId,paidAmount,pledgedAmount
2010,162,109,64369547,0
2010,163,109,4568942,0
2010,164,109,5000,0
2010,165,109,2000,0
2010,170,109,20000,0
2010,172,109,200000,0
2010,176,109,503310,0
2010,178,109,250000,0
2010,179,109,35113,0
2010,181,109,50000,0
2010,182,109,20000,0
2010,183,109,60005700,0
2010,184,109,10000000,0
2010,188,109,10000,0
2010,190,109,150000,0
2010,191,109,100000,0
2011,2,109,500,0
2011,6,109,4000,0
2011,8,109,10000,0
2011,9,109,28128,0
2011,11,109,58394,0
2011,12,109,5000,0
2011,13,109,13906200,0
2011,14,109,289180,0
2011,15,109,10000,0
2011,18,109,10000,0
2011,21,109,421080,0
2011,22,109,17716150,0
2011,24,109,1500,0
2011,29,109,500000,0
2011,30,109,50000,0
2011,33,109,5000,0
2011,35,109,41188191,0
2011,39,109,30000,0
2011,40,109,500000,0
2011,44,109,10000,0
2011,49,109,27600,0
2011,50,109,434463,0
2011,52,109,9182230,0
2011,55,109,5000,0
2011,61,109,92302,0
2011,63,109,9411350,0
2011,64,109,720950,0
2011,67,109,16370000,0
2011,70,109,500000,0
2011,73,109,2190,0
2011,75,109,5000,0
2011,78,109,60000,0
2011,81,109,500000,0
2011,82,109,175000,0
2011,86,109,5466772,0
2011,87,109,20000,0
2011,88,109,1308100,0
2011,91,109,3000000,0
2011,94,109,49964,0
2011,96,109,10000,0
2011,98,109,3000000,0
2011,100,109,675000,0
2011,101,109,3000,0
2011,107,109,281531,0
2011,109,109,5982905,0
2011,111,109,100000,0
2011,112,109,1000,0
2011,115,109,300000,0
2011,116,109,1000,0
2011,117,109,140116,0
2011,119,109,5000,0
2011,120,109,5000,0
2011,122,109,10000,0
2011,123,109,2000,0
2011,124,109,54460000,0
2011,125,109,1478974,0
2011,126,109,99851,0
2011,129,109,67966751,0
2011,134,109,10000,0
2011,135,109,326051,0
2011,136,109,267180,0
2011,138,109,7850,0
2011,139,109,145930,0
2011,141,109,4000000,0
2011,143,109,70900,0
2011,144,109,2000000,0
2011,145,109,500,0
2011,147,109,50000,0
2011,150,109,2000,0
2011,152,109,50000,0
2011,155,109,70990,0
2011,156,109,272479,0
2011,157,109,5000,0
2011,158,109,20091000,0
2011,159,109,10000,0
2011,162,109,74483670,0
2011,163,109,6071999,0
2011,172,109,250000,0
2011,181,109,50000,0
2011,183,109,94280000,0
2011,184,109,6000000,0
2011,188,109,10000,0
2011,190,109,100000,0
2012,2,109,1000,0
2012,6,109,50000,0
2012,9,109,26316,0
2012,11,109,68000,0
2012,12,109,5000,0
2012,13,109,16272000,0
2012,14,109,262080,0
2012,16,109,20000,0
2012,21,109,380940,0
2012,22,109,19633125,0
2012,24,109,1500,0
2012,29,109,750000,0
2012,39,109,30000,0
2012,40,109,500000,0
2012,44,109,100000,0
2012,50,109,124371,0
2012,52,109,23008540,0
2012,54,109,0,0
2012,56,109,15000,0
2012,61,109,100185,0
2012,63,109,8517600,0
2012,64,109,392670,0
2012,67,109,19402500,0
2012,68,109,15000,0
2012,73,109,2196,0
2012,80,109,50000,0
2012,81,109,500000,0
2012,82,109,200000,0
2012,86,109,5160772,0
2012,87,109,20000,0
2012,88,109,645900,0
2012,91,109,2700000,0
2012,94,109,99945,0
2012,98,109,4000000,0
2012,100,109,1000000,0
2012,107,109,272747,0
2012,108,109,10000,0
2012,109,109,5577689,0
2012,111,109,50000,0
2012,115,109,300000,0
2012,116,109,2000,0
2012,117,109,64714,0
2012,119,109,5000,0
2012,121,109,2000,0
2012,122,109,10000,0
2012,124,109,52484000,0
2012,125,109,1679374,0
2012,129,109,73945026,0
2012,131,109,10000,0
2012,133,109,5000,0
2012,135,109,264200,0
2012,136,109,253520,0
2012,138,109,5000,0
2012,139,109,36586,0
2012,141,109,3000000,0
2012,143,109,92461,0
2012,144,109,2000000,0
2012,147,109,27291,0
2012,152,109,50000,0
2012,156,109,243457,0
2012,157,109,5000,0
2012,158,109,2608200,0
2012,159,109,10000,0
2012,162,109,72132872,0
2012,163,109,5951683,0
2012,165,109,2000,0
2012,166,109,20000,0
2012,172,109,200000,0
2012,181,109,50000,0
2012,183,109,95148000,0
2012,184,109,5000000,0
2012,186,109,5000,0
2012,188,109,10000,0
2012,190,109,150000,0
2013,2,109,1000,0
2013,9,109,19645,0
2013,11,109,70000,0
2013,12,109,5000,0
2013,13,109,18566600,0
2013,14,109,271600,0
2013,15,109,39820,0
2013,16,109,10000,0
2013,21,109,401430,0
2013,22,109,19053650,0
2013,24,109,1500,0
2013,29,109,1000000,0
2013,35,109,28809407,0
2013,39,109,30000,0
2013,40,109,500000,0
2013,44,109,100000,0
2013,52,109,24065367,0
2013,54,109,0,0
2013,61,109,102864,0
2013,63,109,9111900,0
2013,64,109,393300,0
2013,67,109,20313000,0
2013,70,109,50000,0
2013,73,109,2184,0
2013,78,109,20098,0
2013,80,109,130000,0
2013,81,109,500000,0
2013,82,109,200000,0
2013,86,109,13009444,0
2013,88,109,653350,0
2013,91,109,2987013,0
2013,98,109,4000000,0
2013,100,109,500000,0
2013,104,109,41027,0
2013,107,109,272242,0
2013,109,109,5747126,0
2013,115,109,350000,0
2013,117,109,64990,0
2013,118,109,10000,0
2013,119,109,3000,0
2013,120,109,5000,0
2013,121,109,2000,0
2013,122,109,10000,0
2013,124,109,52124000,0
2013,125,109,1670425,0
2013,129,109,68265452,0
2013,131,109,10000,0
2013,133,109,25000,0
2013,135,109,248162,0
2013,136,109,67655,0
2013,138,109,881,0
2013,139,109,15786,0
2013,141,109,3000000,0
2013,143,109,34347,0
2013,144,109,1000000,0
2013,148,109,450000,0
2013,150,109,7000,0
2013,152,109,50000,0
2013,155,109,68725,0
2013,156,109,274468,0
2013,157,109,5000,0
2013,158,109,6617500,0
2013,159,109,10000,0
2013,162,109,71687728,0
2013,163,109,7549267,0
2013,166,109,20000,0
2013,172,109,250000,0
2013,181,109,70000,0
2013,183,109,111230500,0
2013,184,109,4000000,0
2013,186,109,5000,0
2013,188,109,10000,0
2013,190,109,50000,0
2014,9,109,20537,0
2014,11,109,57683,0
2014,12,109,5000,0
2014,13,109,14580884,0
2014,21,109,410100,0
2014,22,109,17588690,0
2014,29,109,1200000,0
2014,35,109,26719985,0
2014,38,109,10000,0
2014,39,109,30000,0
2014,40,109,500000,0
2014,50,109,116212,0
2014,52,109,25993457,0
2014,61,109,135580,0
2014,63,109,9705500,0
2014,67,109,29819224,0
2014,73,109,2179,0
2014,78,109,48046,0
2014,80,109,100000,0
2014,81,109,500000,0
2014,82,109,200000,0
2014,86,109,12183300,0
2014,88,109,1161383,0
2014,91,109,1590814,0
2014,94,109,10000,0
2014,98,109,4000000,0
2014,100,109,500000,0
2014,106,109,25000,0
2014,107,109,278117,0
2014,109,109,5082592,0
2014,113,109,100000,0
2014,115,109,500000,0
2014,117,109,67920,0
2014,118,109,10000,0
2014,122,109,10000,0
2014,124,109,54956000,0
2014,125,109,2563200,0
2014,129,109,66113107,0
2014,131,109,10000,0
2014,133,109,4674,0
2014,135,109,212850,0
2014,136,109,67655,0
2014,138,109,300,0
2014,139,109,119660,0
2014,143,109,53000,0
2014,144,109,1500000,0
2014,147,109,9969,0
2014,148,109,150000,0
2014,152,109,50000,0
2014,156,109,243641,0
2014,157,109,5000,0
2014,158,109,2490000,0
2014,160,109,308144,0
2014,162,109,72656098,0
2014,163,109,7860763,0
2014,166,109,20000,0
2014,170,109,20000,0
2014,172,109,449630,0
2014,179,109,59967,0
2014,181,109,100000,0
2014,183,109,113185500,0
2014,184,109,4000000,0
2014,188,109,10000,0
2015,9,109,44137,0
2015,12,109,5000,0
2015,13,109,9223031,0
2015,21,109,345690,0
2015,22,109,10969000,0
2015,26,109,40,0
2015,33,109,10000,0
2015,35,109,24418604,0
2015,39,109,30000,0
2015,40,109,500000,0
2015,42,109,50000,0
2015,44,109,235000,0
2015,45,109,15000,0
2015,49,109,13780,0
2015,52,109,14556040,0
2015,54,109,0,0
2015,61,109,125100,0
2015,63,109,7770000,0
2015,67,109,43255180,0
2015,73,109,2179,0
2015,80,109,100000,0
2015,81,109,500000,0
2015,82,109,200000,0
2015,83,109,17692,0
2015,86,109,12212000,0
2015,88,109,1104500,0
2015,91,109,1402809,0
2015,97,109,1506,0
2015,98,109,4500000,0
2015,100,109,1000000,0
2015,107,109,271768,0
2015,108,109,21655,0
2015,109,109,4277200,0
2015,111,109,50000,0
2015,115,109,250000,0
2015,117,109,52303,0
2015,122,109,10000,0
2015,124,109,59169000,0
2015,125,109,2337600,0
2015,127,109,1000,0
2015,129,109,48983511,0
2015,131,109,10000,0
2015,133,109,4166,0
2015,134,109,10000,0
2015,135,109,204823,0
2015,136,109,59034,0
2015,139,109,99755,0
2015,144,109,1500000,0
2015,147,109,2266,0
2015,148,109,150000,0
2015,150,109,5000,0
2015,152,109,50000,0
2015,156,109,172562,0
2015,157,109,5000,0
2015,158,109,2185792,0
2015,161,109,500,0
2015,162,109,52331716,0
2015,163,109,10354725,0
2015,166,109,20000,0
2015,170,109,20000,0
2015,172,109,450000,0
2015,181,109,1000000,0
2015,183,109,83200500,0
2015,184,109,3000000,0
2015,188,109,10000,0
2015,192,109,2438,0
2016,6,109,0,0
2016,9,109,16633,0
2016,11,109,60000,0
2016,12,109,5000,0
2016,13,109,7575664,0
2016,18,109,5000,0
2016,21,109,648960,0
2016,22,109,11312000,0
2016,35,109,22624086,0
2016,39,109,30000,0
2016,40,109,500000,0
2016,49,109,13910,0
2016,52,109,15328254,0
2016,54,109,0,0
2016,61,109,109780,0
2016,63,109,7716100,0
2016,67,109,55895000,0
2016,73,109,2179,0
2016,80,109,300000,0
2016,81,109,500000,0
2016,82,109,200000,0
2016,85,109,5000,0
2016,86,109,13783925,0
2016,88,109,2239600,0
2016,91,109,1285908,0
2016,94,109,10000,0
2016,98,109,4000000,0
2016,100,109,1000000,0
2016,107,109,204729,0
2016,109,109,4762350,0
2016,117,109,57015,0
2016,118,109,10000,0
2016,119,109,2000,0
2016,122,109,10000,0
2016,124,109,60522000,0
2016,125,109,2026200,0
2016,129,109,44493615,0
2016,131,109,10000,0
2016,133,109,3972,0
2016,134,109,5000,0
2016,136,109,54650,0
2016,139,109,19631,0
2016,144,109,1500000,0
2016,148,109,150000,0
2016,152,109,50000,0
2016,156,109,428878,0
2016,157,109,5000,0
2016,158,109,2245000,0
2016,162,109,82078120,0
2016,163,109,8175019,0
2016,166,109,20000,0
2016,172,109,450000,0
2016,181,109,1000000,0
2016,183,109,69901837,0
2016,184,109,3000000,0
2016,188,109,10000,0
2017,5,109,250000,0
2017,9,109,23866,0
2017,12,109,5000,0
2017,13,109,8226873,0
2017,21,109,625860,0
2017,22,109,13963750,0
2017,24,109,1500,0
2017,31,109,20000,0
2017,33,109,10000,0
2017,35,109,21844119,0
2017,39,109,40000,0
2017,40,109,500000,0
2017,44,109,112500,0
2017,49,109,11662,0
2017,50,109,38170,0
2017,52,109,14233862,0
2017,61,109,106220,0
2017,63,109,7511000,0
2017,67,109,82786000,0
2017,80,109,765714,0
2017,81,109,500000,0
2017,82,109,220000,0
2017,86,109,23900000,0
2017,88,109,2470400,0
2017,91,109,1402809,0
2017,94,109,50000,0
2017,98,109,4000000,0
2017,100,109,1000000,0
2017,107,109,200541,0
2017,108,109,21734,0
2017,109,109,4872780,0
2017,117,109,52428,0
2017,122,109,10000,0
2017,124,109,71266300,0
2017,125,109,2176800,0
2017,129,109,53066569,0
2017,131,109,10000,0
2017,133,109,4006,0
2017,134,109,50000,0
2017,136,109,104110,0
2017,138,109,6854,0
2017,139,109,51087,0
2017,141,109,1000000,0
2017,144,109,1500000,0
2017,147,109,2487,0
2017,148,109,150000,0
2017,152,109,50000,0
2017,154,109,60155,0
2017,156,109,487257,0
2017,157,109,1000,0
2017,158,109,3475600,0
2017,159,109,5000,0
2017,162,109,75978437,0
2017,163,109,6041233,0
2017,166,109,20000,0
2017,172,109,450000,0
2017,181,109,1250000,0
2017,183,109,102619750,0
2017,184,109,5000000,0
2017,188,109,10000,0
2017,189,109,13192,0
2018,5,109,250000,0
2018,8,109,10000,0
2018,9,109,17735,0
2018,12,109,5000,0
2018,13,109,8643772,0
2018,15,109,20000,0
2018,18,109,10000,0
2018,21,109,707040,0
2018,22,109,14717500,0
2018,24,109,1500,0
2018,31,109,20000,0
2018,33,109,10000,0
2018,35,109,22762465,0
2018,36,109,282800,0
2018,39,109,30000,0
2018,40,109,500000,0
2018,50,109,175173,0
2018,52,109,21452654,0
2018,61,109,117840,0
2018,63,109,8626800,0
2018,67,109,109560500,0
2018,73,109,2179,0
2018,80,109,495785,0
2018,82,109,220000,0
2018,85,109,10000,0
2018,86,109,14064800,0
2018,88,109,2949000,0
2018,91,109,1360714,0
2018,94,109,50000,0
2018,98,109,4000000,0
2018,100,109,1000000,0
2018,107,109,213538,0
2018,108,109,22900,0
2018,109,109,5874592,0
2018,117,109,123080,0
2018,118,109,10000,0
2018,122,109,10000,0
2018,124,109,65472000,0
2018,125,109,2194500,0
2018,129,109,55283543,0
2018,134,109,50000,0
2018,136,109,118250,0
2018,139,109,41523,0
2018,141,109,1000000,0
2018,144,109,1500000,0
2018,148,109,150000,0
2018,152,109,50000,0
2018,154,109,34365,0
2018,158,109,3466100,0
2018,159,109,5000,0
2018,162,109,85127752,0
2018,163,109,6164143,0
2018,166,109,20000,0
2018,172,109,400000,0
2018,181,109,1500000,0
2018,183,109,114323552,0
2018,191,109,100000,0
2019,9,109,16942,0
2019,12,109,5000,0
2019,13,109,7841875,0
2019,15,109,20000,0
2019,18,109,20000,0
2019,20,109,109554,0
2019,21,109,684180,0
2019,22,109,19259300,0
2019,24,109,1500,0
2019,35,109,21652466,0
2019,36,109,324307,0
2019,39,109,30000,0
2019,40,109,500000,0
2019,44,109,90000,0
2019,50,109,221150,0
2019,52,109,25432996,0
2019,61,109,113380,0
2019,63,109,9038400,0
2019,67,109,105421500,0
2019,73,109,2158,0
2019,80,109,410576,0
2019,82,109,220000,0
2019,84,109,23873,0
2019,86,109,11279200,0
2019,88,109,3962000,0
2019,91,109,680357,0
2019,94,109,10000,0
2019,98,109,5000000,0
2019,100,109,1000000,0
2019,102,109,118234,0
2019,107,109,198866,0
2019,109,109,5561500,0
2019,116,109,3000,0
2019,117,109,113390,0
2019,118,109,10000,0
2019,122,109,9999,0
2019,124,109,61055500,0
2019,125,109,2014500,0
2019,129,109,53070236,0
2019,130,109,50000,0
2019,131,109,10000,0
2019,133,109,2942,0
2019,134,109,2500,0
2019,136,109,170220,0
2019,138,109,237,0
2019,139,109,338391,0
2019,141,109,1000000,0
2019,144,109,1500000,0
2019,148,109,150000,0
2019,152,109,50000,0
2019,158,109,3318584,0
2019,159,109,10000,0
2019,162,109,82302164,0
2019,163,109,6945243,0
2019,166,109,20000,0
2019,171,109,5000,0
2019,172,109,400000,0
2019,181,109,5000000,0
2019,183,109,394568100,0
2019,188,109,10000,0
2020,9,109,41146,0
2020,12,109,5000,0
2020,13,109,7518476,0
2020,14,109,1210500,0
2020,16,109,10000,0
2020,18,109,20000,0
2020,20,109,220734,0
2020,21,109,1344480,0
2020,22,109,24980400,0
2020,24,109,1500,0
2020,34,109,20000,0
2020,35,109,21904336,0
2020,36,109,324859,0
2020,40,109,500000,0
2020,49,109,16650,0
2020,52,109,31257205,0
2020,61,109,110720,0
2020,63,109,15344803,0
2020,64,109,1137656,0
2020,67,109,125231000,0
2020,73,109,3000,0
2020,80,109,722675,0
2020,82,109,220000,0
2020,84,109,10000,0
2020,86,109,10680978,0
2020,88,109,5895000,0
2020,91,109,263636,0
2020,98,109,5823817,0
2020,100,109,1000000,0
2020,107,109,207792,0
2020,109,109,5400000,0
2020,117,109,111890,0
2020,118,109,10000,0
2020,119,109,3324,0
2020,120,109,50000,0
2020,122,109,10000,0
2020,124,109,95782000,0
2020,125,109,8059500,0
2020,129,109,52405613,0
2020,131,109,10000,0
2020,133,109,2935,0
2020,134,109,50000,0
2020,135,109,239693,0
2020,136,109,193462,0
2020,139,109,86653,0
2020,141,109,1000000,0
2020,144,109,1500000,0
2020,148,109,150000,0
2020,152,109,50000,0
2020,155,109,36954,0
2020,156,109,85304,0
2020,158,109,3584229,0
2020,159,109,10000,0
2020,162,109,80780376,0
2020,163,109,24235703,0
2020,166,109,20000,0
2020,172,109,450000,0
2020,173,109,100000,0
2020,181,109,5000000,0
2020,183,109,88598800,0
2020,188,109,10000,0
2021,8,109,20000,0
2021,9,109,17753,0
2021,12,109,5000,0
2021,13,109,8515088,0
2021,14,109,1585080,0
2021,16,109,10000,0
2021,18,109,25000,0
2021,20,109,243800,0
2021,21,109,881685,0
2021,22,109,20587000,0
2021,24,109,1500,0
2021,30,109,50000,0
2021,35,109,23424484,0
2021,36,109,339560,0
2021,40,109,450000,0
2021,50,109,230435,0
2021,52,109,32483316,0
2021,61,109,181995,0
2021,63,109,20620715,0
2021,64,109,3658536,0
2021,67,109,153378000,0
2021,73,109,2158,0
2021,80,109,735297,0
2021,86,109,13204559,0
2021,88,109,17113900,0
2021,91,109,129629,0
2021,94,109,35000,0
2021,98,109,6000000,0
2021,101,109,3000,0
2021,107,109,224693,0
2021,109,109,6021500,0
2021,112,109,5000,0
2021,117,109,119270,0
2021,118,109,10000,0
2021,119,109,3588,0
2021,120,109,100000,0
2021,122,109,10000,0
2021,124,109,94982700,0
2021,125,109,2086200,0
2021,129,109,54795259,0
2021,133,109,2703,0
2021,134,109,50000,0
2021,136,109,208913,0
2021,138,109,120,0
2021,139,109,132224,0
2021,141,109,1000000,0
2021,144,109,1500000,0
2021,152,109,50000,0
2021,155,109,56540,0
2021,158,109,2829250,0
2021,159,109,5000,0
2021,162,109,70374299,0
2021,163,109,5539552,0
2021,166,109,20000,0
2021,171,109,5000,0
2021,172,109,450000,0
2021,173,109,100000,0
2021,181,109,5000000,0
2021,183,109,88538410,0
2021,188,109,10000,0
2021,193,109,0,0
2021,195,109,0,0
2021,196,109,100000,0
2022,9,109,10333,0
2022,13,109,8005789,0
2022,14,109,2020270,0
2022,15,109,20000,0
2022,18,109,25000,0
2022,20,109,210295,0
2022,21,109,652440,0
2022,22,109,19402100,0
2022,24,109,1500,0
2022,29,109,125000,0
2022,31,109,65181,0
2022,34,109,30000,0
2022,35,109,22893630,0
2022,36,109,304766,0
2022,40,109,450000,0
2022,48,109,30000,0
2022,49,109,100000,0
2022,50,109,222311,0
2022,52,109,30863840,0
2022,61,109,181995,0
2022,63,109,16498300,0
2022,64,109,8928571,0
2022,67,109,146376000,0
2022,73,109,3000,0
2022,80,109,2019122,0
2022,86,109,17264180,0
2022,88,109,14929500,2585315
2022,91,109,123148,0
2022,98,109,6000000,0
2022,100,109,1000000,0
2022,107,109,201349,0
2022,108,109,112940,0
2022,109,109,5541000,0
2022,117,109,263985,0
2022,118,109,160000,0
2022,119,109,3520,0
2022,120,109,100000,0
2022,124,109,80627000,0
2022,125,109,1864500,0
2022,126,109,0,100000
2022,129,109,53873842,0
2022,133,109,5041,0
2022,134,109,50000,0
2022,135,109,248023,0
2022,136,109,230497,0
2022,138,109,320,0
2022,139,109,69668,0
2022,141,109,1000000,0
2022,143,109,97310,0
2022,144,109,3500000,0
2022,152,109,50000,0
2022,155,109,49470,0
2022,158,109,2662406,0
2022,162,109,74796370,0
2022,163,109,5965954,0
2022,166,109,20000,0
2022,172,109,450000,0
2022,173,109,100000,0
2022,183,109,61412832,0
2022,184,109,15000000,0
2022,188,109,110000,0
2022,201,109,500,0
2022,202,109,5000,0
2022,203,109,567749,0
2022,204,109,10000,0
2022,205,109,1000000,0
2022,206,109,355320,0
2023,8,109,20000,0
2023,12,109,5000,0
2023,13,109,7688989,0
2023,15,109,123235,0
2023,16,109,10000,0
2023,18,109,25000,0
2023,20,109,264780,0
2023,21,109,0,639658
2023,22,109,18156000,0
2023,34,109,30000,0
2023,35,109,22166930,0
2023,36,109,646653,0
2023,44,109,75000,0
2023,48,109,100000,0
2023,49,109,100000,0
2023,50,109,204265,0
2023,52,109,25216939,0
2023,61,109,96887,0
2023,63,109,8654400,0
2023,64,109,10905125,0
2023,67,109,106500000,0
2023,70,109,0,109051
2023,73,109,2158,0
2023,80,109,827357,0
2023,86,109,13252479,0
2023,88,109,0,15511892
2023,91,109,0,0
2023,98,109,0,6000000
2023,100,109,1000000,0
2023,107,109,332152,0
2023,109,109,5427500,0
2023,117,109,165375,0
2023,118,109,60000,0
2023,119,109,5238,0
2023,120,109,100000,0
2023,124,109,71828100,0
2023,125,109,1849500,0
2023,129,109,43126566,0
2023,133,109,5063,0
2023,134,109,200000,0
2023,135,109,120000,0
2023,136,109,265230,0
2023,138,109,120,0
2023,139,109,28904,0
2023,141,109,1000000,0
2023,143,109,108189,0
2023,144,109,1500000,0
2023,148,109,0,1000000
2023,152,109,50000,0
2023,154,109,32661,0
2023,155,109,85136,0
2023,156,109,278950,0
2023,158,109,0,0
2023,162,109,63295028,0
2023,163,109,11174682,0
2023,166,109,20000,0
2023,172,109,250000,0
2023,173,109,50000,0
2023,181,109,5000000,0
2023,183,109,57882850,6675567
2023,184,109,19532839,0
2023,188,109,100000,0
2023,203,109,82970,0
2023,206,109,0,75000
2023,207,109,10000,0
2023,209,109,33339,0
2023,210,109,1000000,0
2024,13,109,0,6883604
2024,22,109,0,18538713
2024,63,109,0,9009009
2024,86,109,0,12079831
2024,109,109,0,5353319
2024,124,109,0,61383928
2024,125,109,0,1885606
2024,129,109,0,49734748
2024,148,109,0,1000000
2024,162,109,0,76280102
2025,13,109,0,6883604
2025,124,109,0,61383928
2025,129,109,0,49734748
2025,148,109,0,1000000
2025,162,109,0,101648351
2026,13,109,0,6883604
